,Raices,Cotas,Orden de convergencia,constante asintotica
0,3.619109450655644,0.657506400461402,0.0,0.0
1,4.276615851117046,0.1628258971813903,0.0,0.0
2,4.439441748298436,0.043279263739224305,0.0,0.1628258971813903
3,4.48272101203766,0.01171822181337312,0.9493004283989256,0.043279263739224305
4,4.4944392338510335,0.003188648314826459,0.9860534271434894,0.01171822181337312
5,4.49762788216586,0.0008688391825346642,0.9961878953828832,0.21718859909289157
6,4.498496721348395,0.00023682759384513474,0.9989599948785813,0.25148763912125083
7,4.49873354894224,6.456079216654587e-05,0.9997164201030728,0.26535288943284846
8,4.498798109734406,1.7600187552702096e-05,0.9999226870734725,0.2702501470944617
9,4.498815709921959,4.798096568059407e-06,0.9999789229082368,0.2718693423381625
10,4.498820508018527,1.3080416030319952e-06,0.9999942538260944,0.2723855757643418
11,4.49882181606013,3.5659427854994874e-07,0.9999984337608296,0.2725464095512627
12,4.498822172654409,9.721365046289066e-08,0.9999995733129395,0.27259570362928814
13,4.498822269868059,2.6502091188262966e-08,0.9999998808386483,0.27261062721895923
14,4.49882229637015,7.224920217652198e-09,0.9999999795629033,0.2726150954944835
15,4.4988223035950705,1.969636009846454e-09,0.9999999657006955,0.2726164190780707
16,4.4988223055647065,5.36956257235488e-10,0.9999999854193112,0.2726168865436644
17,4.498822306101663,1.4638334988603674e-10,0.9999999786573424,0.27261681111145714
18,4.498822306248046,3.990674457554633e-11,1.0000002802212047,0.2726168144149101
19,4.498822306287953,1.0879297462906834e-11,0.9999967295413015,0.27261792628524917
20,4.498822306298832,2.965627743378718e-12,1.000000123485301,0.27261984349339186
21,4.498822306301798,8.08242361927114e-13,1.0000686793045692,0.27257117671672626
22,4.498822306302606,2.2115642650533118e-13,1.0001608745514587,0.27253758094928965
23,4.498822306302827,5.950795411990839e-14,0.9969304672968847,0.27253758094928965
