,Raices,Cotas
0,4.25,-
1,6.375,110.53456495960498
2,7.4375,36.42616345259705
3,7.96875,10.205606139736233
4,8.234375,2.68878469450749
5,8.3671875,0.6893690685735123
6,8.43359375,0.1744888790116761
7,8.466796875,0.04389054623652555
8,8.4833984375,0.011006177369495163
9,8.49169921875,0.0027557369437545276
10,8.495849609375,0.0006894583110579333
11,8.4979248046875,0.00017243008716150143
12,8.49896240234375,4.3115710468555335e-05
13,8.499481201171875,1.077995119658226e-05
14,8.499740600585938,2.6951157678922755e-06
15,8.499870300292969,6.737949433954782e-07
16,8.499935150146484,1.6845069694682024e-07
17,8.499967575073242,4.2112958453799365e-08
18,8.499983787536621,1.0528253824304556e-08
19,8.49999189376831,2.6320776669308543e-09
20,8.499995946884155,6.580194167327136e-10
21,8.499997973442078,1.645048541831784e-10
22,8.499998986721039,4.1154635255225e-11
23,8.49999949336052,1.0231815394945443e-11
24,8.49999974668026,2.6147972675971687e-12
25,8.49999987334013,6.252776074688882e-13
26,8.499999936670065,1.7053025658242404e-13
27,8.499999905005097,5.684341886080802e-14
